HANE_ID,YIL,AY,ILCE,TUKETIM,IS_ANOMALY,IS_MISSING,ORTALAMA_TUKETIM_MEAN,ABONE_ADEDI_SUM,KAYIT_SAYISI,ORT_DOLULUK,TOPLAM_SU,BARAJ_SAYISI
1832,2023,1,ÖDEMİŞ,97.76,0,0,,,,36.13833333333333,284679000.0,6.0
1833,2023,1,BAYRAKLI,121.42,0,0,,,,36.13833333333333,284679000.0,6.0
1834,2023,9,BAYINDIR,176.12,0,0,,,,29.215,272137000.0,6.0
1836,2023,4,KARABAĞLAR,163.37,0,0,178.0,3.0,2.0,46.845,329634000.0,6.0
1838,2021,11,SEFERİHİSAR,126.83,0,0,31.0,2.0,1.0,36.111666666666665,299884000.0,6.0
1850,2023,3,ÇİĞLİ,77.89,0,0,51.5,9.0,2.0,42.32666666666667,313051000.0,6.0
1860,2023,7,URLA,19546.48918062658,1,0,4.0,1.0,1.0,41.435,306447000.0,6.0
1861,2023,10,KONAK,184.26,0,0,171.0,20.0,2.0,24.72666666666667,244436000.0,6.0
1863,2021,2,BAYINDIR,149.63,0,0,24.5,8.0,2.0,63.975,381253000.0,6.0
1865,2024,8,KEMALPAŞA,127.12,0,0,377.0,12.0,1.0,32.655,257371000.0,6.0
1868,2021,1,GÜZELBAHÇE,169.57,0,0,,,,42.87166666666667,270220000.0,6.0
1870,2023,7,SELÇUK,6756.783611774444,1,0,,,,41.435,306447000.0,6.0
1871,2023,12,KONAK,156.85,0,0,,,,26.203333333333333,247671000.0,6.0
1872,2021,3,TORBALI,140.05,0,0,8.0,1.0,1.0,69.53833333333334,440241000.0,6.0
1873,2022,9,BAYRAKLI,128.18,0,0,113.5,3.0,2.0,42.855,318643000.0,6.0
1875,2023,8,BERGAMA,144.92,0,0,,,,35.550000000000004,289801000.0,6.0
1877,2023,1,KINIK,205.27,0,0,1154.0,72.0,1.0,36.13833333333333,284679000.0,6.0
1878,2022,9,BUCA,181.3,0,0,,,,42.855,318643000.0,6.0
1887,2020,1,KONAK,145.05,0,0,26.0,4.0,1.0,43.28583333333333,750576000.0,12.0
1892,2022,3,DİKİLİ,525.7096083968318,1,0,8.0,1.0,1.0,71.255,424798000.0,6.0
1895,2022,11,TİRE,92.36,0,0,,,,35.45333333333333,290429000.0,6.0
1898,2021,2,MENDERES,109.5,0,0,88.0,9.0,1.0,63.975,381253000.0,6.0
1906,2021,3,GAZİEMİR,167.37,0,0,,,,69.53833333333334,440241000.0,6.0
1908,2022,1,KARABURUN,86.21341711960154,1,0,,,,52.89333333333334,324869000.0,6.0
1910,2020,12,KONAK,97.99,0,0,,,,33.15833333333333,251570000.0,6.0
1913,2024,9,GAZİEMİR,128.39,0,0,6.0,2.0,1.0,25.81833333333333,233360000.0,6.0
1919,2022,2,SEFERİHİSAR,98.42,0,0,18.0,1.0,1.0,66.33666666666666,380070000.0,6.0
1920,2022,3,TİRE,150.47,0,0,1346.0,87.0,1.0,71.255,424798000.0,6.0
1922,2020,1,BORNOVA,124.6,0,0,,,,43.28583333333333,750576000.0,12.0
1927,2023,1,KARABAĞLAR,202.91,0,0,389.0,35.0,1.0,36.13833333333333,284679000.0,6.0
1933,2022,12,BAYRAKLI,144.41,0,0,2.0,2.0,1.0,36.538333333333334,288391000.0,6.0
1935,2023,5,DİKİLİ,187.12,0,0,22.0,1.0,1.0,46.355,326783000.0,6.0
1936,2023,11,ÖDEMİŞ,135.78,0,0,,,,22.915000000000003,229694000.0,6.0
1938,2023,12,TİRE,115.02,0,0,649.0,10.0,1.0,26.203333333333333,247671000.0,6.0
1942,2021,11,KONAK,219.28,0,0,145.0,13.0,1.0,36.111666666666665,299884000.0,6.0
1943,2023,10,ÖDEMİŞ,139.84,0,0,2240.0,106.0,1.0,24.72666666666667,244436000.0,6.0
1946,2022,9,TİRE,121.51,0,0,,,,42.855,318643000.0,6.0
1947,2022,5,BUCA,112.29,0,0,135.0,13.0,1.0,65.71,400103000.0,6.0
1955,2024,9,MENEMEN,180.05,0,0,,,,25.81833333333333,233360000.0,6.0
1958,2022,4,DİKİLİ,139.42,0,0,1856.0,192.0,1.0,69.625,417610000.0,6.0
1962,2022,3,SEFERİHİSAR,87.61,0,0,,,,71.255,424798000.0,6.0
1963,2024,1,KONAK,211.87,0,0,27.0,6.0,2.0,35.190000000000005,280086000.0,6.0
1966,2023,1,KARABAĞLAR,76.2,0,0,389.0,35.0,1.0,36.13833333333333,284679000.0,6.0
1972,2024,1,BERGAMA,115.24,0,0,,,,35.190000000000005,280086000.0,6.0
1973,2021,7,BUCA,124.95,0,0,,,,53.971666666666664,382565000.0,6.0
1974,2022,9,URLA,177.16,0,0,2357.0,188.0,1.0,42.855,318643000.0,6.0
1979,2024,2,ÇİĞLİ,145.16,0,0,713.0,4.0,1.0,44.58833333333333,331522000.0,6.0
1984,2022,7,MENDERES,189.18,0,0,141.5,12.0,2.0,52.675000000000004,353454000.0,6.0
1989,2022,5,BALÇOVA,153.1,0,0,176.0,16.0,1.0,65.71,400103000.0,6.0
2005,2021,7,BORNOVA,107.92,0,0,46.0,1.0,1.0,53.971666666666664,382565000.0,6.0
2012,2020,6,BUCA,150.36,0,0,,,,43.65833333333334,337939000.0,6.0
2017,2021,12,BUCA,108.66,0,0,,,,44.43,313786000.0,6.0
2019,2020,2,BUCA,94.72,0,0,,,,,,
2022,2022,12,BAYINDIR,103.95,0,0,,,,36.538333333333334,288391000.0,6.0
2023,2024,5,TİRE,90.64,0,0,1969.0,99.0,1.0,47.67666666666667,331440000.0,6.0
2025,2022,4,BEYDAĞ,180.32,0,0,,,,69.625,417610000.0,6.0
2030,2023,4,DİKİLİ,133.62,0,0,56.5,5.0,2.0,46.845,329634000.0,6.0
2032,2022,12,GÜZELBAHÇE,115.31,0,0,27.0,2.0,1.0,36.538333333333334,288391000.0,6.0
2053,2021,1,KARABURUN,98.3,0,0,,,,42.87166666666667,270220000.0,6.0
2054,2024,6,BUCA,97.8,0,0,34989.0,495.0,1.0,44.919999999999995,314563000.0,6.0
2058,2022,3,TORBALI,384.07878539253153,1,0,,,,71.255,424798000.0,6.0
2060,2022,11,KARABAĞLAR,248.31,0,0,1015.0,71.0,1.0,35.45333333333333,290429000.0,6.0
2064,2022,6,BUCA,89.99,0,0,,,,59.61666666666667,373647000.0,6.0
2068,2021,6,KARABAĞLAR,140.51,0,0,64.0,3.0,1.0,61.6,415893000.0,6.0
2074,2024,3,BERGAMA,9.632274219503032,1,0,35.0,4.0,1.0,49.19499999999999,340131000.0,6.0
2078,2022,5,TİRE,129.83017451140054,1,0,663.0,40.0,2.0,65.71,400103000.0,6.0
2079,2024,8,KEMALPAŞA,163.87,0,0,377.0,12.0,1.0,32.655,257371000.0,6.0
2093,2021,3,KARABAĞLAR,158.21,0,0,17.0,1.0,1.0,69.53833333333334,440241000.0,6.0
2094,2022,10,BORNOVA,173.9,0,0,7793.0,794.0,1.0,40.355,303945000.0,6.0
2095,2021,8,FOÇA,154.62,0,0,20.0,1.0,1.0,48.65833333333333,348099000.0,6.0
2096,2023,11,KARABAĞLAR,149.75,0,0,222.0,2.0,2.0,22.915000000000003,229694000.0,6.0
2100,2022,2,ÖDEMİŞ,71.08,0,0,37.0,1.0,1.0,66.33666666666666,380070000.0,6.0
2101,2024,4,TİRE,167.55,0,0,212.5,23.0,2.0,49.43333333333334,341213000.0,6.0
2102,2022,10,MENEMEN,,1,1,,,,40.355,303945000.0,6.0
2105,2023,11,KARABURUN,130.38,0,0,108.0,5.0,1.0,22.915000000000003,229694000.0,6.0
2108,2024,4,KARŞIYAKA,107.52,0,0,,,,49.43333333333334,341213000.0,6.0
2111,2020,12,BALÇOVA,92.24,0,0,332.0,1.0,1.0,33.15833333333333,251570000.0,6.0
2112,2021,3,FOÇA,143.04,0,0,51.0,1.0,1.0,69.53833333333334,440241000.0,6.0
2118,2023,2,KİRAZ,136.29,0,0,7.0,1.0,1.0,39.745,304390000.0,6.0
2119,2020,8,ALİAĞA,98.8,0,0,,,,32.69166666666667,294685000.0,6.0
2120,2024,3,KARABAĞLAR,215.77,0,0,,,,49.19499999999999,340131000.0,6.0
2122,2022,9,BAYINDIR,80.81,0,0,,,,42.855,318643000.0,6.0
2124,2022,4,BAYRAKLI,221.32,0,0,5.0,2.0,1.0,69.625,417610000.0,6.0
2125,2024,8,KARŞIYAKA,60.14,0,0,156.75,12.0,4.0,32.655,257371000.0,6.0
2132,2020,1,SELÇUK,109.02,0,0,35.0,3.0,1.0,43.28583333333333,750576000.0,12.0
2139,2021,2,KONAK,151.78,0,0,707.0,4.0,1.0,63.975,381253000.0,6.0
2143,2023,6,URLA,147.89,0,0,27.0,8.0,3.0,44.945,320996000.0,6.0
2147,2022,6,BUCA,120.79,0,0,,,,59.61666666666667,373647000.0,6.0
2158,2021,12,FOÇA,167.02,0,0,2957.0,275.0,1.0,44.43,313786000.0,6.0
2165,2022,6,ÇİĞLİ,58.91,0,0,1603.5,4.0,2.0,59.61666666666667,373647000.0,6.0
2168,2020,11,BEYDAĞ,123.89,0,0,37.0,2.0,1.0,24.118333333333336,243861000.0,6.0
2169,2023,5,DİKİLİ,102.04,0,0,22.0,1.0,1.0,46.355,326783000.0,6.0
2171,2023,5,SELÇUK,9244.067063754925,1,0,1278.0,21.0,1.0,46.355,326783000.0,6.0
2174,2024,2,BORNOVA,74.06,0,0,,,,44.58833333333333,331522000.0,6.0
2175,2021,4,KINIK,134.49,0,0,819.0,61.0,1.0,71.15166666666666,454646000.0,6.0
2179,2023,6,BAYRAKLI,129.5,0,0,2527.0,213.0,1.0,44.945,320996000.0,6.0
2182,2021,3,SELÇUK,183.12,0,0,236.75,67.0,4.0,69.53833333333334,440241000.0,6.0
2188,2023,10,BALÇOVA,133.74,0,0,,,,24.72666666666667,244436000.0,6.0
2192,2024,4,KEMALPAŞA,167.16,0,0,14.666666666666666,3.0,3.0,49.43333333333334,341213000.0,6.0
2195,2020,10,BERGAMA,154.21,0,0,147.5,25.0,2.0,25.903333333333336,258732000.0,6.0
2196,2022,5,KONAK,96.22,0,0,,,,65.71,400103000.0,6.0
2202,2020,10,BAYRAKLI,163.21,0,0,187.0,22.0,1.0,25.903333333333336,258732000.0,6.0
2211,2023,9,KARABAĞLAR,60.13,0,0,54233.0,4814.0,1.0,29.215,272137000.0,6.0
2214,2024,7,BORNOVA,159.13,0,0,,,,39.32833333333333,289223000.0,6.0
2216,2021,9,MENDERES,29.18,0,0,1856.0,241.0,2.0,44.46666666666667,328160000.0,6.0
2218,2021,7,URLA,192.24,0,0,78.0,3.0,1.0,53.971666666666664,382565000.0,6.0
2221,2023,6,KONAK,56.1,0,0,198.66666666666666,38.0,3.0,44.945,320996000.0,6.0
2222,2022,11,BAYRAKLI,145.0,0,0,142.33333333333334,5.0,3.0,35.45333333333333,290429000.0,6.0
2224,2021,5,GAZİEMİR,107.47,0,0,235.33333333333334,65.0,3.0,67.79166666666667,440658000.0,6.0
2226,2022,6,TORBALI,212.97,0,0,279.0,7.0,2.0,59.61666666666667,373647000.0,6.0
2229,2021,9,BAYRAKLI,190.83,0,0,,,,44.46666666666667,328160000.0,6.0
2230,2021,9,FOÇA,88.43,0,0,101.0,3.0,2.0,44.46666666666667,328160000.0,6.0
2233,2024,4,BUCA,73.52328672979581,1,0,22.0,1.0,1.0,49.43333333333334,341213000.0,6.0
2234,2024,2,BAYINDIR,130.43,0,0,322.0,99.0,2.0,44.58833333333333,331522000.0,6.0
2237,2024,3,TORBALI,111.43,0,0,,,,49.19499999999999,340131000.0,6.0
2239,2020,7,MENEMEN,73.46,0,0,,,,38.525,316270000.0,6.0
2241,2023,11,KEMALPAŞA,148.63,0,0,,,,22.915000000000003,229694000.0,6.0
2245,2024,2,BORNOVA,156.15,0,0,,,,44.58833333333333,331522000.0,6.0
2246,2022,10,BAYINDIR,157.14,0,0,1972.0,67.0,2.0,40.355,303945000.0,6.0
2252,2024,4,KONAK,131.7,0,0,10.0,2.0,1.0,49.43333333333334,341213000.0,6.0
2255,2024,3,BORNOVA,139.35,0,0,38282.0,14616.0,4.0,49.19499999999999,340131000.0,6.0
2265,2023,2,BUCA,39.63,0,0,,,,39.745,304390000.0,6.0
2267,2023,1,KONAK,143.34,0,0,,,,36.13833333333333,284679000.0,6.0
2275,2024,6,KONAK,109.72,0,0,,,,44.919999999999995,314563000.0,6.0
2276,2023,1,ÇİĞLİ,18656.29021290751,1,0,324.0,17.0,2.0,36.13833333333333,284679000.0,6.0
2277,2023,8,TORBALI,144.31,0,0,3491.0,338.0,1.0,35.550000000000004,289801000.0,6.0
2281,2021,6,BAYINDIR,106.53,0,0,278.0,7.0,1.0,61.6,415893000.0,6.0
2285,2020,11,ÖDEMİŞ,144.07,0,0,,,,24.118333333333336,243861000.0,6.0
2288,2021,11,GÜZELBAHÇE,157.18,0,0,,,,36.111666666666665,299884000.0,6.0
2293,2021,3,KONAK,16188.489696346154,1,0,,,,69.53833333333334,440241000.0,6.0
2296,2020,1,KINIK,93.34,0,0,,,,43.28583333333333,750576000.0,12.0
2298,2020,3,BAYINDIR,114.98,0,0,,,,45.97083333333333,763761000.0,12.0
2299,2020,9,ÇİĞLİ,172.07,0,0,17.0,1.0,1.0,28.296666666666667,275243000.0,6.0
2304,2021,8,TORBALI,35.94,0,0,,,,48.65833333333333,348099000.0,6.0
2305,2024,5,KİRAZ,167.97,0,0,5110.5,1112.0,2.0,47.67666666666667,331440000.0,6.0
2306,2022,3,BALÇOVA,56.87,0,0,,,,71.255,424798000.0,6.0
2308,2023,2,MENEMEN,19214.64313164,1,0,182.0,18.0,1.0,39.745,304390000.0,6.0
2310,2021,12,BERGAMA,182.27,0,0,,,,44.43,313786000.0,6.0
2313,2022,8,GÜZELBAHÇE,137.23,0,0,467.75,66.0,4.0,46.225,334604000.0,6.0
2314,2023,6,KINIK,19.616364342022308,1,0,,,,44.945,320996000.0,6.0
2317,2021,7,KARABAĞLAR,95.52,0,0,,,,53.971666666666664,382565000.0,6.0
2318,2022,2,ÇEŞME,85.84,0,0,,,,66.33666666666666,380070000.0,6.0
2324,2021,9,ÖDEMİŞ,58.62,0,0,154.0,4.0,1.0,44.46666666666667,328160000.0,6.0
2329,2023,3,KONAK,33.1,0,0,1606.0,7.0,1.0,42.32666666666667,313051000.0,6.0
2330,2020,4,BERGAMA,47.04,0,0,2.0,1.0,1.0,47.95166666666666,372131000.0,6.0
2331,2021,6,BUCA,103.33,0,0,29.0,2.0,2.0,61.6,415893000.0,6.0
2340,2022,4,BEYDAĞ,156.16,0,0,,,,69.625,417610000.0,6.0
2345,2024,6,BAYINDIR,168.84,0,0,,,,44.919999999999995,314563000.0,6.0
2348,2022,1,BALÇOVA,163.53,0,0,20287.0,42.0,1.0,52.89333333333334,324869000.0,6.0
2352,2024,4,SEFERİHİSAR,103.13,0,0,34.0,3.0,1.0,49.43333333333334,341213000.0,6.0
2358,2020,6,MENDERES,162.6,0,0,,,,43.65833333333334,337939000.0,6.0
2365,2022,12,URLA,201.97,0,0,16858.0,1689.0,1.0,36.538333333333334,288391000.0,6.0
2371,2023,4,BORNOVA,164.75,0,0,474.0,37.0,1.0,46.845,329634000.0,6.0
2373,2023,6,ALİAĞA,120.16,0,0,586.0,41.0,5.0,44.945,320996000.0,6.0
2375,2023,5,BAYRAKLI,145.65,0,0,10.5,2.0,2.0,46.355,326783000.0,6.0
2378,2023,11,BORNOVA,115.49,0,0,,,,22.915000000000003,229694000.0,6.0
2381,2023,12,SEFERİHİSAR,92.47,0,0,360.0,42.0,1.0,26.203333333333333,247671000.0,6.0
2385,2021,10,KİRAZ,16694.389295384724,1,0,,,,40.41833333333333,310750000.0,6.0
2389,2023,6,MENDERES,171.19,0,0,133.5,6.0,2.0,44.945,320996000.0,6.0
2396,2021,12,BEYDAĞ,102.41,0,0,,,,44.43,313786000.0,6.0
2403,2022,3,NARLIDERE,158.08,0,0,81.0,9.0,1.0,71.255,424798000.0,6.0
2405,2023,5,GAZİEMİR,182.24,0,0,,,,46.355,326783000.0,6.0
2406,2023,2,BEYDAĞ,83.84,0,0,10.0,1.0,1.0,39.745,304390000.0,6.0
2410,2022,5,ÖDEMİŞ,105.0,0,0,940.0,12.0,1.0,65.71,400103000.0,6.0
2414,2020,2,KİRAZ,140.8,0,0,62.0,16.0,2.0,,,
2415,2022,9,BAYINDIR,169.79,0,0,,,,42.855,318643000.0,6.0
2417,2022,2,KARABAĞLAR,103.51,0,0,1189.0,362.0,2.0,66.33666666666666,380070000.0,6.0
2418,2020,3,BUCA,11.898336841487344,1,0,,,,45.97083333333333,763761000.0,12.0
2419,2020,2,SELÇUK,143.01,0,0,1.0,1.0,1.0,,,
2423,2023,9,KONAK,77.66,0,0,5010.333333333333,1770.0,3.0,29.215,272137000.0,6.0
2424,2022,6,BORNOVA,154.12,0,0,111386.0,8042.0,1.0,59.61666666666667,373647000.0,6.0
2427,2020,10,KINIK,127.15,0,0,,,,25.903333333333336,258732000.0,6.0
2437,2022,2,KARŞIYAKA,130.27,0,0,,,,66.33666666666666,380070000.0,6.0
2446,2021,9,KINIK,163.9,0,0,409.0,24.0,1.0,44.46666666666667,328160000.0,6.0
2448,2021,2,ÇİĞLİ,129.67,0,0,1793.0,164.0,1.0,63.975,381253000.0,6.0
2451,2021,7,BAYINDIR,141.38,0,0,,,,53.971666666666664,382565000.0,6.0
2452,2024,7,KARABAĞLAR,156.71,0,0,94.0,2.0,1.0,39.32833333333333,289223000.0,6.0
2457,2022,5,KARŞIYAKA,152.64,0,0,,,,65.71,400103000.0,6.0
2461,2024,8,ÖDEMİŞ,,1,1,204.0,7.0,1.0,32.655,257371000.0,6.0
2463,2023,2,ÇİĞLİ,78.09,0,0,22.0,4.0,1.0,39.745,304390000.0,6.0
2464,2022,12,KONAK,184.59,0,0,21.0,1.0,1.0,36.538333333333334,288391000.0,6.0
2465,2023,2,TİRE,172.07,0,0,19.0,6.0,1.0,39.745,304390000.0,6.0
2469,2022,7,BORNOVA,14.482453893803696,1,0,74.0,4.0,2.0,52.675000000000004,353454000.0,6.0
2471,2021,4,KONAK,90.92,0,0,1461.5,10.0,2.0,71.15166666666666,454646000.0,6.0
2474,2023,7,KONAK,172.56,0,0,65.0,1.0,1.0,41.435,306447000.0,6.0
2479,2020,11,BAYINDIR,73.68,0,0,,,,24.118333333333336,243861000.0,6.0
2481,2021,7,KEMALPAŞA,66.93,0,0,,,,53.971666666666664,382565000.0,6.0
2484,2020,12,KINIK,142.82,0,0,7.0,1.0,1.0,33.15833333333333,251570000.0,6.0
2485,2022,6,KEMALPAŞA,129.81,0,0,443.0,6.0,1.0,59.61666666666667,373647000.0,6.0
2496,2022,8,BUCA,100.5,0,0,,,,46.225,334604000.0,6.0
2498,2024,2,MENDERES,78.35,0,0,499.0,58.0,1.0,44.58833333333333,331522000.0,6.0
2499,2024,8,BUCA,43.86,0,0,1177.0,3.0,1.0,32.655,257371000.0,6.0
2506,2020,10,ALİAĞA,120.59,0,0,,,,25.903333333333336,258732000.0,6.0
2510,2024,3,TİRE,203.82,0,0,,,,49.19499999999999,340131000.0,6.0
2513,2022,5,MENEMEN,133.0,0,0,14.0,4.0,1.0,65.71,400103000.0,6.0
2516,2024,5,GÜZELBAHÇE,169.25,0,0,,,,47.67666666666667,331440000.0,6.0
2520,2023,7,KONAK,103.79,0,0,65.0,1.0,1.0,41.435,306447000.0,6.0
2522,2020,11,MENEMEN,152.87,0,0,1.0,1.0,1.0,24.118333333333336,243861000.0,6.0
2526,2021,7,MENEMEN,176.37,0,0,666.0,15.0,1.0,53.971666666666664,382565000.0,6.0
2527,2021,3,MENEMEN,147.71,0,0,282.5,76.0,2.0,69.53833333333334,440241000.0,6.0
2528,2024,6,ÇEŞME,146.59,0,0,77.0,6.0,1.0,44.919999999999995,314563000.0,6.0
2532,2023,12,ÖDEMİŞ,111.66,0,0,18.0,1.0,1.0,26.203333333333333,247671000.0,6.0
2535,2023,8,KEMALPAŞA,165.71,0,0,263.0,46.0,2.0,35.550000000000004,289801000.0,6.0
2537,2023,8,KİRAZ,83.02,0,0,245.0,30.0,2.0,35.550000000000004,289801000.0,6.0
2548,2022,3,KONAK,83.79,0,0,53.0,1.0,1.0,71.255,424798000.0,6.0
2556,2024,6,TORBALI,116.52,0,0,,,,44.919999999999995,314563000.0,6.0
2560,2022,8,TORBALI,226.54,0,0,2597.0,233.0,2.0,46.225,334604000.0,6.0
2562,2023,6,NARLIDERE,165.84,0,0,1580.0,13.0,1.0,44.945,320996000.0,6.0
2568,2021,7,TİRE,96.35,0,0,2095.0,219.0,1.0,53.971666666666664,382565000.0,6.0
2571,2022,3,KEMALPAŞA,87.55,0,0,,,,71.255,424798000.0,6.0
2575,2021,4,KARŞIYAKA,100.32,0,0,672.0,67.0,1.0,71.15166666666666,454646000.0,6.0
2576,2023,3,NARLIDERE,124.5,0,0,,,,42.32666666666667,313051000.0,6.0
2578,2023,2,BAYINDIR,83.68,0,0,68.33333333333333,14.0,3.0,39.745,304390000.0,6.0
2585,2023,1,BUCA,1.0,0,0,46.5,8.0,2.0,36.13833333333333,284679000.0,6.0
2587,2020,7,BERGAMA,142.38,0,0,66.0,5.0,3.0,38.525,316270000.0,6.0
2590,2023,7,BALÇOVA,159.93,0,0,,,,41.435,306447000.0,6.0
2592,2023,11,ÇEŞME,101.15,0,0,183.0,15.0,1.0,22.915000000000003,229694000.0,6.0
2595,2020,12,BEYDAĞ,124.04,0,0,,,,33.15833333333333,251570000.0,6.0
2603,2023,9,BAYINDIR,138.85,0,0,,,,29.215,272137000.0,6.0
2604,2021,10,KONAK,107.41,0,0,,,,40.41833333333333,310750000.0,6.0
2606,2022,9,KEMALPAŞA,129.41,0,0,561.0,6.0,1.0,42.855,318643000.0,6.0
2610,2020,6,BUCA,72.73,0,0,,,,43.65833333333334,337939000.0,6.0
2615,2021,10,KEMALPAŞA,92.29,0,0,,,,40.41833333333333,310750000.0,6.0
2624,2024,4,KONAK,133.84,0,0,10.0,2.0,1.0,49.43333333333334,341213000.0,6.0
2631,2023,3,KARABAĞLAR,85.88,0,0,,,,42.32666666666667,313051000.0,6.0
2634,2021,1,KEMALPAŞA,102.85,0,0,,,,42.87166666666667,270220000.0,6.0
2643,2023,10,TİRE,124.28330090981852,1,0,,,,24.72666666666667,244436000.0,6.0
2647,2024,6,TİRE,106.95,0,0,387.5,10.0,2.0,44.919999999999995,314563000.0,6.0
2649,2022,4,TİRE,173.47,0,0,107.0,20.0,1.0,69.625,417610000.0,6.0
2651,2021,3,KONAK,83.62,0,0,,,,69.53833333333334,440241000.0,6.0
2654,2020,4,KARABURUN,,1,1,206.0,9.0,1.0,47.95166666666666,372131000.0,6.0
2655,2023,10,BAYRAKLI,17305.42322107368,1,0,612.0,1.0,1.0,24.72666666666667,244436000.0,6.0
2660,2023,4,KARŞIYAKA,-90.19,1,0,,,,46.845,329634000.0,6.0
2663,2021,3,URLA,174.12,0,0,,,,69.53833333333334,440241000.0,6.0
2664,2023,5,KARABAĞLAR,170.91,0,0,60.666666666666664,13.0,3.0,46.355,326783000.0,6.0
2665,2023,2,BUCA,63.19,0,0,,,,39.745,304390000.0,6.0
2670,2021,10,KARŞIYAKA,114.89,0,0,275.5,5.0,2.0,40.41833333333333,310750000.0,6.0
2673,2023,6,ÖDEMİŞ,95.18,0,0,432.0,20.0,1.0,44.945,320996000.0,6.0
2674,2021,3,BEYDAĞ,-143.31,1,0,1031.5,161.0,2.0,69.53833333333334,440241000.0,6.0
2678,2020,5,MENEMEN,118.98,0,0,122.0,1.0,1.0,46.24333333333334,353544000.0,6.0
2681,2021,6,URLA,61.24,0,0,,,,61.6,415893000.0,6.0
2684,2022,2,BAYINDIR,104.39,0,0,268.6666666666667,16.0,3.0,66.33666666666666,380070000.0,6.0
2686,2020,2,BERGAMA,103.42,0,0,242.5,27.0,2.0,,,
2687,2020,11,ALİAĞA,107.66,0,0,,,,24.118333333333336,243861000.0,6.0
2689,2022,8,FOÇA,214.98,0,0,,,,46.225,334604000.0,6.0
2690,2022,3,KARŞIYAKA,170.26,0,0,,,,71.255,424798000.0,6.0
2697,2023,5,GÜZELBAHÇE,,1,1,,,,46.355,326783000.0,6.0
2703,2020,11,BERGAMA,114.18,0,0,5432.0,191.0,1.0,24.118333333333336,243861000.0,6.0
2705,2023,10,BUCA,130.38,0,0,,,,24.72666666666667,244436000.0,6.0
2708,2021,6,TORBALI,91.04,0,0,419.0,5.0,1.0,61.6,415893000.0,6.0
2711,2023,10,KARŞIYAKA,76.99,0,0,293.0,1.0,1.0,24.72666666666667,244436000.0,6.0
2719,2024,1,TİRE,70.82,0,0,,,,35.190000000000005,280086000.0,6.0
2722,2023,10,ÇİĞLİ,171.58,0,0,243.0,72.0,2.0,24.72666666666667,244436000.0,6.0
2723,2023,10,TORBALI,113.09,0,0,7.0,1.0,1.0,24.72666666666667,244436000.0,6.0
2728,2021,4,KONAK,119.55,0,0,1461.5,10.0,2.0,71.15166666666666,454646000.0,6.0
2729,2021,5,KONAK,158.72,0,0,229.0,49.0,1.0,67.79166666666667,440658000.0,6.0
2733,2020,5,KİRAZ,109.73,0,0,,,,46.24333333333334,353544000.0,6.0
2747,2022,12,ÇİĞLİ,116.84,0,0,,,,36.538333333333334,288391000.0,6.0
2750,2023,3,KONAK,117.66,0,0,1606.0,7.0,1.0,42.32666666666667,313051000.0,6.0
2751,2022,2,KONAK,134.53,0,0,12.0,1.0,1.0,66.33666666666666,380070000.0,6.0
2754,2021,12,BERGAMA,149.14,0,0,,,,44.43,313786000.0,6.0
2755,2024,4,ÇİĞLİ,160.84,0,0,,,,49.43333333333334,341213000.0,6.0
2759,2023,6,SEFERİHİSAR,80.98,0,0,12139.0,2582.0,2.0,44.945,320996000.0,6.0
2764,2022,5,MENDERES,137.16,0,0,74.5,16.0,2.0,65.71,400103000.0,6.0
2766,2024,6,ÇİĞLİ,120.6,0,0,,,,44.919999999999995,314563000.0,6.0
2768,2021,5,GAZİEMİR,122.34,0,0,235.33333333333334,65.0,3.0,67.79166666666667,440658000.0,6.0
2776,2022,4,TİRE,98.7,0,0,107.0,20.0,1.0,69.625,417610000.0,6.0
2777,2020,3,KONAK,227.93,0,0,,,,45.97083333333333,763761000.0,12.0
2779,2022,5,KONAK,128.36,0,0,,,,65.71,400103000.0,6.0
2788,2021,3,BAYINDIR,122.58,0,0,15.0,1.0,1.0,69.53833333333334,440241000.0,6.0
2793,2022,12,KONAK,185.5,0,0,21.0,1.0,1.0,36.538333333333334,288391000.0,6.0
2795,2022,5,BAYINDIR,-262.31,1,0,,,,65.71,400103000.0,6.0
2797,2020,7,BUCA,163.11,0,0,211.0,14.0,2.0,38.525,316270000.0,6.0
2802,2024,4,KINIK,67.37,0,0,831.0,130.0,2.0,49.43333333333334,341213000.0,6.0
2805,2022,10,BAYINDIR,171.16,0,0,1972.0,67.0,2.0,40.355,303945000.0,6.0
2806,2024,8,ALİAĞA,136.97,0,0,21.0,1.0,1.0,32.655,257371000.0,6.0
2808,2021,1,BEYDAĞ,87.56,0,0,,,,42.87166666666667,270220000.0,6.0
2810,2023,7,FOÇA,171.96,0,0,,,,41.435,306447000.0,6.0
2818,2020,1,SEFERİHİSAR,142.05,0,0,499.0,13.0,1.0,43.28583333333333,750576000.0,12.0
2820,2021,12,TORBALI,91.57,0,0,226.0,26.0,1.0,44.43,313786000.0,6.0
2827,2023,7,ÇİĞLİ,,1,1,350.0,5.0,2.0,41.435,306447000.0,6.0
2830,2020,2,MENEMEN,108.29,0,0,,,,,,
2835,2022,3,BAYINDIR,124.69,0,0,,,,71.255,424798000.0,6.0
2836,2024,5,ALİAĞA,183.51,0,0,42.5,3.0,2.0,47.67666666666667,331440000.0,6.0
